application_number,pta_sequence_number,pta_event_date,pta_event_desc,applicant_delay_duration,uspto_delay_duration,start_pta_sequence_number,term_extension_indicator
07389035,,1991-01-22,Response after Non-Final Action,0,0,,1
07389035,,1990-10-18,Mail Non-Final Rejection,0,0,,1
07389035,,1990-09-26,Non-Final Rejection,0,0,,1
07389035,,1990-06-01,Information Disclosure Statement (IDS) Filed,0,0,,1
07389035,,1989-11-29,Case Docketed to Examiner in GAU,0,0,,1
07389035,,1989-11-03,Application Captured on Microfilm,0,0,,1
07389035,,1989-10-24,Application Is Now Complete,0,0,,1
07389035,,1989-08-25,Notice Mailed--Application Incomplete--Filing Date Assigned,0,0,,1
07411576,,2005-04-15,Mail Notice of Allowance,0,0,,1
07411576,,2005-04-15,Mail Examiner's Amendment,0,0,,1
07411576,,2005-04-14,Notice of Allowance Data Verification Completed,0,0,,1
07411576,,2005-04-14,Case Docketed to Examiner in GAU,0,0,,1
07411576,,2005-04-14,Examiner's Amendment Communication,0,0,,1
07411576,,2002-02-03,Date Forwarded to Examiner,0,0,,1
07411576,,2001-09-06,Reply Brief Filed,0,0,,1
07411576,,2001-10-24,PTAB Remand to the Examiner,0,0,,1
07411576,,2001-08-01,Mail Miscellaneous Communication to Applicant,0,0,,1
07411576,,2001-08-01,Miscellaneous Communication to Applicant - No Action Count,0,0,,1
07411576,,1998-12-01,PTAB Remand to the Examiner,0,0,,1
07411576,,1997-02-21,Mail Supplemental Examiner's Answer,0,0,,1
07411576,,1997-02-18,2nd or Subsequent Examiner's Answer to Appeal Brief,0,0,,1
07411576,,1996-12-12,Date Forwarded to Examiner,0,0,,1
07411576,,1996-09-10,Appeal Brief Filed,0,0,,1
07411576,,1996-11-12,Mail Advisory Action (PTOL - 303),0,0,,1
07411576,,1996-10-31,Advisory Action (PTOL-303),0,0,,1
07411576,,1996-09-05,Affidavit(s) (Rule 131 or 132) or Exhibit(s) Received,0,0,,1
07411576,,1996-09-05,New or Additional Drawing Filed,0,0,,1
07411576,,1996-08-19,New or Additional Drawing Filed,0,0,,1
07411576,,1996-07-26,Amendment/Argument after Notice of Appeal,0,0,,1
07411576,,1996-07-26,New or Additional Drawing Filed,0,0,,1
07411576,,1996-07-26,Request for Extension of Time - Granted,0,0,,1
07411576,,1996-03-08,Request for Oral Hearing,0,0,,1
07411576,,1996-03-08,Notice of Appeal Filed,0,0,,1
07411576,,1996-03-19,Mail Advisory Action (PTOL - 303),0,0,,1
07411576,,1996-03-18,Advisory Action (PTOL-303),0,0,,1
07411576,,1996-03-07,Date Forwarded to Examiner,0,0,,1
07411576,,1996-02-27,Response after Final Action,0,0,,1
07411576,,1995-12-05,Mail Final Rejection (PTOL - 326),0,0,,1
07411576,,1995-12-04,Final Rejection,0,0,,1
07411576,,1993-08-27,Amendment/Argument after PTAB Decision,0,0,,1
07411576,,1993-08-27,New or Additional Drawing Filed,0,0,,1
07411576,,1993-06-23,Mail PTAB Decision on Appeal - Affirmed,0,0,,1
07411576,,1993-06-23,PTAB Decision - Examiner Affirmed,0,0,,1
07411576,,1993-01-11,Notification of Appeal Hearing,0,0,,1
07411576,,1992-10-26,Request for Oral Hearing,0,0,,1
07411576,,1992-09-30,Mail Reply Brief Noted by Examiner,0,0,,1
07411576,,1992-09-30,Reply Brief Noted by Examiner,0,0,,1
07411576,,1992-09-21,Reply Brief Filed,0,0,,1
07411576,,1992-08-17,Mail Examiner's Answer,0,0,,1
07411576,,1992-08-14,Examiner's Answer to Appeal Brief,0,0,,1
07411576,,1992-06-25,Date Forwarded to Examiner,0,0,,1
07411576,,1992-05-18,Appeal Brief Filed,0,0,,1
07411576,,1992-03-11,Mail Advisory Action (PTOL - 303),0,0,,1
07411576,,1992-03-11,Advisory Action (PTOL-303),0,0,,1
07411576,,1991-12-23,Amendment/Argument after Notice of Appeal,0,0,,1
07411576,,1991-12-23,Notice of Appeal Filed,0,0,,1
07411576,,1992-02-06,Mail Advisory Action (PTOL - 303),0,0,,1
07411576,,1992-02-06,Advisory Action (PTOL-303),0,0,,1
07411576,,1992-02-03,Date Forwarded to Examiner,0,0,,1
07411576,,1992-01-07,Response after Final Action,0,0,,1
07411576,,1992-01-16,Request for Extension of Time - Granted,0,0,,1
07411576,,1991-07-18,Mail Final Rejection (PTOL - 326),0,0,,1
07411576,,1991-07-17,Final Rejection,0,0,,1
07411576,,1991-06-10,Date Forwarded to Examiner,0,0,,1
07411576,,1991-05-29,Supplemental Response,0,0,,1
07411576,,1991-06-10,Date Forwarded to Examiner,0,0,,1
07411576,,1991-05-15,Response after Non-Final Action,0,0,,1
07411576,,1991-05-15,Request for Extension of Time - Granted,0,0,,1
07411576,,1991-05-15,Information Disclosure Statement (IDS) Filed,0,0,,1
07411576,,1991-05-28,Interview Summary Record,0,0,,1
07411576,,1990-11-13,Mail Non-Final Rejection,0,0,,1
07411576,,1990-11-08,Non-Final Rejection,0,0,,1
07411576,,1990-10-01,Preliminary Amendment,0,0,,1
07411576,,1990-09-07,Case Docketed to Examiner in GAU,0,0,,1
07411576,,1990-08-16,Case Docketed to Examiner in GAU,0,0,,1
07411576,,1989-11-03,Application Captured on Microfilm,0,0,,1
07411576,,1990-07-30,Preexamination Location Change,0,0,,1
07421629,,2005-01-14,Mail Notice of Allowance,0,0,,1
07421629,,2005-01-13,Notice of Allowance Data Verification Completed,0,4784,,1
07421629,,2005-01-13,Case Docketed to Examiner in GAU,0,0,,1
07421629,,2004-11-05,Case Docketed to Examiner in GAU,0,0,,1
07421629,,2004-10-19,Security Classification Markings Removed,0,0,,1
07421629,,2004-10-19,Security Classification Markings Recorded,0,0,,1
07421629,,2004-08-03,Secrecy Order Rescinded,0,0,,1
07421629,,2004-07-09,Correspondence Address Change,0,0,,1
07421629,,1995-03-30,Claim Preliminary Amendment,0,0,,1
07421629,,1995-03-30,Drawing Preliminary Amendment,0,0,,1
07421629,,2000-12-28,Case Docketed to Examiner in GAU,0,0,,1
07421629,,1998-10-13,Miscellaneous Incoming Letter,0,0,,1
07421629,,1996-02-21,Secrecy Order Renewed,0,0,,1
07421629,,1995-03-30,Correspondence Address Change,0,0,,1
07421629,,1995-02-21,Secrecy Order Renewed,0,0,,1
07421629,,1994-02-22,Secrecy Order Renewed,0,0,,1
07421629,,1993-02-12,Secrecy Order Renewed,0,0,,1
07421629,,1992-02-13,Secrecy Order Renewed,0,0,,1
07421629,,1991-12-10,Mail D10 Notice (L & R),0,0,,1
07421629,,1991-12-10,D-10 Notice (L & R Case),0,0,,1
07421629,,1991-12-05,Date Forwarded to Examiner,0,0,,1
07421629,,1991-11-20,Response after Non-Final Action,0,0,,1
07421629,,1991-05-28,Mail Non-Final Rejection,0,0,,1
07421629,,1991-05-17,Non-Final Rejection,0,0,,1
07421629,,1991-04-15,Request for Foreign Priority (Priority Papers May Be Included),0,0,,1
07421629,,1991-04-25,Date Forwarded to Examiner,0,0,,1
07421629,,1991-04-15,Response after Non-Final Action,0,0,,1
07421629,,1991-02-12,Secrecy Order Renewed,0,0,,1
07421629,,1990-10-11,Mail Non-Final Rejection,0,0,,1
07421629,,1990-09-24,Non-Final Rejection,0,0,,1
07421629,,1990-04-05,Information Disclosure Statement (IDS) Filed,0,0,,1
07421629,,1990-02-16,Case Docketed to Examiner in GAU,0,0,,1
07421629,,1990-02-08,Secrecy Order Imposed,0,0,,1
07421629,,1989-11-16,Application Captured on Microfilm,0,0,,1
07421629,,1990-12-14,Preexamination Location Change,0,0,,1
07418938,,2004-07-12,Mail Notice of Allowance,0,0,,1
07418938,,2004-07-09,Notice of Allowance Data Verification Completed,0,5164,,1
07418938,,2004-07-09,Case Docketed to Examiner in GAU,0,0,,1
07418938,,2004-06-22,Case Docketed to Examiner in GAU,0,0,,1
07418938,,2004-05-14,Secrecy Order Rescinded,0,0,,1
07418938,,2004-03-12,Miscellaneous Incoming Letter,0,0,,1
07418938,,2003-04-23,Correspondence Address Change,0,0,,1
07418938,,2003-04-23,Change in Power of Attorney (May Include Associate POA),0,0,,1
07418938,,2002-11-14,Case Docketed to Examiner in GAU,0,0,,1
07418938,,2002-08-07,Correspondence Address Change,0,0,,1
07418938,,1992-08-26,Claim Preliminary Amendment,0,0,,1
07418938,,1992-08-26,Drawing Preliminary Amendment,0,0,,1
07418938,,2000-10-06,Case Docketed to Examiner in GAU,0,0,,1
07418938,,1996-02-14,Miscellaneous Incoming Letter,0,0,,1
07418938,,1995-11-21,Secrecy Order Renewed,0,0,,1
07418938,,1995-10-04,Miscellaneous Incoming Letter,0,0,,1
07418938,,1995-06-01,Miscellaneous Incoming Letter,0,0,,1
07418938,,1994-11-30,Secrecy Order Renewed,0,0,,1
07418938,,1994-05-25,Miscellaneous Incoming Letter,0,0,,1
07418938,,1994-02-10,Miscellaneous Incoming Letter,0,0,,1
07418938,,1992-12-04,Secrecy Order Renewed,0,0,,1
07418938,,1992-12-04,Secrecy Order Renewed,0,0,,1
07418938,,1992-08-26,Correspondence Address Change,0,0,,1
07418938,,1991-11-20,Secrecy Order Renewed,0,0,,1
07418938,,1991-04-10,Miscellaneous Incoming Letter,0,0,,1
07418938,,1990-11-15,Secrecy Order Imposed,0,0,,1
07418938,,1990-05-21,Mail D10 Notice (L & R),0,0,,1
07418938,,1990-05-21,D-10 Notice (L & R Case),0,0,,1
07418938,,1990-04-11,Case Docketed to Examiner in GAU,0,0,,1
07418938,,1990-01-10,Preliminary Amendment,0,0,,1
07418938,,1990-01-20,Application Captured on Microfilm,0,0,,1
07429117,,2005-08-02,Mail Notice of Allowance,0,0,,1
07429117,,2005-07-25,Notice of Allowance Data Verification Completed,0,4824,,1
07429117,,2005-02-25,Secrecy Order Rescinded,0,0,,1
07429117,,2004-05-07,Secrecy Order Renewed,0,0,,1
07429117,,2003-05-07,Secrecy Order Renewed,0,0,,1
07429117,,2002-05-07,Secrecy Order Renewed,0,0,,1
07429117,,2001-05-01,Secrecy Order Renewed,0,0,,1
07429117,,2000-05-11,Secrecy Order Renewed,0,0,,1
07429117,,1999-05-03,Secrecy Order Renewed,0,0,,1
07429117,,1998-04-16,Secrecy Order Renewed,0,0,,1
07429117,,1997-04-17,Secrecy Order Renewed,0,0,,1
07429117,,1996-05-13,New or Additional Drawing Filed,0,0,,1
07429117,,1996-05-13,Correspondence Address Change,0,0,,1
07429117,,1996-04-16,Secrecy Order Renewed,0,0,,1
07429117,,1995-03-31,Secrecy Order Renewed,0,0,,1
07429117,,1994-03-30,Secrecy Order Renewed,0,0,,1
07429117,,1994-03-22,Secrecy Order Renewed,0,0,,1
07429117,,1993-03-25,Secrecy Order Renewed,0,0,,1
07429117,,1992-05-11,Mail D10 Notice (L & R),0,0,,1
07429117,,1992-05-11,D-10 Notice (L & R Case),0,0,,1
07429117,,1992-05-11,Date Forwarded to Examiner,0,0,,1
07429117,,1991-04-21,Response after Non-Final Action,0,0,,1
07429117,,2005-06-08,Case Docketed to Examiner in GAU,0,0,,1
07429117,,2003-09-09,Case Docketed to Examiner in GAU,0,0,,1
07429117,,2000-10-06,Case Docketed to Examiner in GAU,0,0,,1
07429117,,1992-03-23,Secrecy Order Renewed,0,0,,1
07429117,,1991-06-20,Mail Notice of Rescinded Abandonment,0,0,,1
07429117,,1991-07-24,Withdraw Publication/Pre-Exam Abandon,0,0,,1
07429117,,1991-06-20,Notice of Rescinded Abandonment in TCs,0,0,,1
07429117,,1991-04-02,Petition Entered,0,0,,1
07429117,,1991-03-07,Secrecy Order Imposed,0,0,,1
07429117,,1991-01-29,Mail Abandonment for Failure to Respond to Office Action,0,0,,1
07429117,,1991-01-24,Aband. for Failure to Respond to O. A.,0,0,,1
07429117,,1990-05-21,Mail Non-Final Rejection,0,0,,1
07429117,,1990-05-18,Non-Final Rejection,0,0,,1
07429117,,1989-10-30,Information Disclosure Statement (IDS) Filed,0,0,,1
07429117,,1989-12-21,Case Docketed to Examiner in GAU,0,0,,1
07429117,,1989-11-27,Application Captured on Microfilm,0,0,,1
07446812,,2002-04-22,Mail Notice of Allowance,0,0,,1
07446812,,2002-04-19,Notice of Allowance Data Verification Completed,0,0,,1
07446812,,2002-04-19,Case Docketed to Examiner in GAU,0,0,,1
07446812,,2002-03-18,Amendment/Argument after PTAB Decision,0,0,,1
07446812,,2002-03-26,Case Docketed to Examiner in GAU,0,0,,1
07446812,,1995-04-27,Claim Preliminary Amendment,0,0,,1
07446812,,1995-04-27,Drawing Preliminary Amendment,0,0,,1
07446812,,2001-08-02,Mail PTAB Decision on Reconsideration - Denied,0,0,,1
07446812,,2001-08-02,Dec on Reconsideration - Denied,0,0,,1
07446812,,2000-09-27,Request for Reconsideration of Appeal Dec,0,0,,1
07446812,,2000-09-27,Request for Reconsideration of Appeal Dec,0,0,,1
07446812,,2000-08-31,Mail PTAB Decision on Appeal - Affirmed in Part,0,0,,1
07446812,,2000-08-31,PTAB Decision - Examiner Affirmed in Part,0,0,,1
07446812,,1999-12-09,Notification of Appeal Hearing,0,0,,1
07446812,,1999-08-19,PTAB Remand to the Examiner,0,0,,1
07446812,,1998-10-07,Case Docketed to Examiner in GAU,0,0,,1
07446812,,1998-03-12,Request for Oral Hearing,0,0,,1
07446812,,1997-07-02,Mail Reply Brief Noted by Examiner,0,0,,1
07446812,,1997-07-02,Reply Brief Noted by Examiner,0,0,,1
07446812,,1997-06-28,Date Forwarded to Examiner,0,0,,1
07446812,,1997-05-07,Reply Brief Filed,0,0,,1
07446812,,1997-05-07,Request for Oral Hearing,0,0,,1
07446812,,1997-04-25,Mail Supplemental Examiner's Answer,0,0,,1
07446812,,1997-04-24,2nd or Subsequent Examiner's Answer to Appeal Brief,0,0,,1
07446812,,1996-05-16,Miscellaneous Incoming Letter,0,0,,1
07446812,,1997-02-20,Date Forwarded to Examiner,0,0,,1
07446812,,1997-01-29,Appeal Brief Filed,0,0,,1
07446812,,1997-02-20,Withdraw Publication/Pre-Exam Abandon,0,0,,1
07446812,,1997-01-29,Mail Notice of Rescinded Abandonment,0,0,,1
07446812,,1997-01-29,Notice of Rescinded Abandonment in TCs,0,0,,1
07446812,,1996-08-06,Mail Abandonment after Prior Disposal,0,0,,1
07446812,,1996-07-17,Aband. Recorded after Prior Disposal,0,0,,1
07446812,,1995-08-21,Request for Oral Hearing,0,0,,1
07446812,,1995-08-21,Notice of Appeal Filed,0,0,,1
07446812,,1995-04-27,Correspondence Address Change,0,0,,1
07446812,,1995-06-02,Mail Advisory Action (PTOL - 303),0,0,,1
07446812,,1995-06-02,Advisory Action (PTOL-303),0,0,,1
07446812,,1995-05-31,Date Forwarded to Examiner,0,0,,1
07446812,,1995-05-19,Response after Final Action,0,0,,1
07446812,,1995-05-11,Rule 129 Informational Notice Mailed,0,0,,1
07446812,,1995-05-02,Mail Final Rejection (PTOL - 326),0,0,,1
07446812,,1995-05-02,Final Rejection,0,0,,1
07446812,,1995-02-01,Amendment/Argument after Notice of Appeal,0,0,,1
07446812,,1995-01-09,Mail PTAB Decision on Appeal - Reversed,0,0,,1
07446812,,1995-01-09,PTAB Decision - Examiner Reversed,0,0,,1
07446812,,1994-07-12,Notification of Appeal Hearing,0,0,,1
07446812,,1994-05-19,Request for Oral Hearing,0,0,,1
07446812,,1994-02-24,Mail Miscellaneous Communication to Applicant,0,0,,1
07446812,,1994-02-24,Miscellaneous Communication to Applicant - No Action Count,0,0,,1
07446812,,1994-02-24,Mail Reply Brief Noted by Examiner,0,0,,1
07446812,,1994-02-24,Reply Brief Noted by Examiner,0,0,,1
07446812,,1994-02-24,Date Forwarded to Examiner,0,0,,1
07446812,,1994-01-19,Reply Brief Filed,0,0,,1
07446812,,1994-02-18,Mail-Petition Decision - Granted,0,0,,1
07446812,,1994-01-19,Petition Entered,0,0,,1
07446812,,1994-01-07,Mail Supplemental Examiner's Answer,0,0,,1
07446812,,1994-01-07,2nd or Subsequent Examiner's Answer to Appeal Brief,0,0,,1
07446812,,1993-12-02,Date Forwarded to Examiner,0,0,,1
07446812,,1993-11-17,Reply Brief Filed,0,0,,1
07446812,,1993-10-27,Mail Examiner's Answer,0,0,,1
07446812,,1993-09-20,Examiner's Answer to Appeal Brief,0,0,,1
07446812,,1993-06-24,Date Forwarded to Examiner,0,0,,1
07446812,,1993-06-23,Appeal Brief Filed,0,0,,1
07446812,,1993-05-10,Notice of Appeal Filed,0,0,,1
07446812,,1993-04-29,Mail Advisory Action (PTOL - 303),0,0,,1
07446812,,1993-04-28,Advisory Action (PTOL-303),0,0,,1
07446812,,1993-04-22,Date Forwarded to Examiner,0,0,,1
07446812,,1993-04-16,Response after Final Action,0,0,,1
07446812,,1993-04-13,Interview Summary Record,0,0,,1
07446812,,1993-02-11,Mail Final Rejection (PTOL - 326),0,0,,1
07446812,,1993-01-11,Final Rejection,0,0,,1
07446812,,1992-10-22,Date Forwarded to Examiner,0,0,,1
07446812,,1992-09-29,Response after Non-Final Action,0,0,,1
07446812,,1992-09-29,Request for Extension of Time - Granted,0,0,,1
07446812,,1992-06-04,Mail Non-Final Rejection,0,0,,1
07446812,,1992-06-01,Non-Final Rejection,0,0,,1
07446812,,1992-05-29,Date Forwarded to Examiner,0,0,,1
07446812,,1991-10-22,Amendment Crossed in Mail,0,0,,1
07446812,,1992-05-15,Mail Advisory Action (PTOL - 303),0,0,,1
07446812,,1992-05-15,Advisory Action (PTOL-303),0,0,,1
07446812,,1991-11-05,Date Forwarded to Examiner,0,0,,1
07446812,,1991-10-25,Appeal Brief Filed,0,0,,1
07446812,,1991-10-22,Amendment/Argument after Notice of Appeal,0,0,,1
07446812,,1991-08-23,Request for Extension of Time - Granted,0,0,,1
07446812,,1991-07-26,Notice of Appeal Filed,0,0,,1
07446812,,1991-08-02,Mail Advisory Action (PTOL - 303),0,0,,1
07446812,,1991-08-01,Advisory Action (PTOL-303),0,0,,1
07446812,,1991-07-17,Mail Advisory Action (PTOL - 303),0,0,,1
07446812,,1991-07-16,Advisory Action (PTOL-303),0,0,,1
07446812,,1991-07-11,Date Forwarded to Examiner,0,0,,1
07446812,,1991-07-02,Response after Final Action,0,0,,1
07446812,,1991-07-02,Request for Extension of Time - Granted,0,0,,1
07446812,,1991-06-27,Interview Summary Record,0,0,,1
07446812,,1991-02-27,Mail Final Rejection (PTOL - 326),0,0,,1
07446812,,1991-02-11,Final Rejection,0,0,,1
07446812,,1990-11-27,Date Forwarded to Examiner,0,0,,1
07446812,,1990-11-05,Response after Non-Final Action,0,0,,1
07446812,,1990-09-18,Mail Non-Final Rejection,0,0,,1
07446812,,1990-09-10,Non-Final Rejection,0,0,,1
07446812,,1990-01-26,Case Docketed to Examiner in GAU,0,0,,1
07446812,,1990-01-18,Application Captured on Microfilm,0,0,,1
07446812,,1990-03-12,Preexamination Location Change,0,0,,1
07456817,,2005-01-18,Mail Notice of Allowance,0,0,,1
07456817,,2005-01-12,Notice of Allowance Data Verification Completed,0,4916,,1
07456817,,2004-12-09,Security Classification Markings Removed,0,0,,1
07456817,,2004-12-09,Security Classification Markings Recorded,0,0,,1
07456817,,2004-11-05,Case Docketed to Examiner in GAU,0,0,,1
07456817,,2004-08-10,Secrecy Order Rescinded,0,0,,1
07456817,,2003-04-23,Correspondence Address Change,0,0,,1
07456817,,2003-04-23,Change in Power of Attorney (May Include Associate POA),0,0,,1
07456817,,2002-05-23,Correspondence Address Change,0,0,,1
07456817,,1992-08-26,Claim Preliminary Amendment,0,0,,1
07456817,,1992-08-26,Drawing Preliminary Amendment,0,0,,1
07456817,,2000-12-28,Case Docketed to Examiner in GAU,0,0,,1
07456817,,1995-08-14,Secrecy Order Renewed,0,0,,1
07456817,,1994-08-16,Secrecy Order Renewed,0,0,,1
07456817,,1993-08-17,Secrecy Order Renewed,0,0,,1
07456817,,1992-08-26,Correspondence Address Change,0,0,,1
07456817,,1992-08-04,Secrecy Order Renewed,0,0,,1
07456817,,1991-07-30,Mail D10 Notice (L & R),0,0,,1
07456817,,1991-07-30,D-10 Notice (L & R Case),0,0,,1
07456817,,1991-07-23,Date Forwarded to Examiner,0,0,,1
07456817,,1991-07-15,Response after Final Action,0,0,,1
07456817,,1991-06-14,Mail Final Rejection (PTOL - 326),0,0,,1
07456817,,1991-06-05,Final Rejection,0,0,,1
07456817,,1991-04-30,Incoming Letter Pertaining to the Drawings,0,0,,1
07456817,,1991-04-30,Request for Foreign Priority (Priority Papers May Be Included),0,0,,1
07456817,,1991-05-09,Date Forwarded to Examiner,0,0,,1
07456817,,1991-04-30,Response after Non-Final Action,0,0,,1
07456817,,1990-11-01,Mail Non-Final Rejection,0,0,,1
07456817,,1990-10-19,Non-Final Rejection,0,0,,1
07456817,,1990-08-06,Secrecy Order Imposed,0,0,,1
07456817,,1990-05-03,Case Docketed to Examiner in GAU,0,0,,1
07456817,,1990-04-21,Application Captured on Microfilm,0,0,,1
07456817,,1990-04-06,Application Is Now Complete,0,0,,1
07456817,,1990-02-01,Notice Mailed--Application Incomplete--Filing Date Assigned,0,0,,1
07456812,,2005-07-20,Mail Notice of Allowance,0,0,,1
07456812,,2005-07-19,Notice of Allowance Data Verification Completed,0,0,,1
07456812,,2005-07-19,Case Docketed to Examiner in GAU,0,0,,1
07456812,,2004-08-13,Correspondence Address Change,0,0,,1
07456812,,2004-02-26,Correspondence Address Change,0,0,,1
07456812,,2004-02-27,Change in Power of Attorney (May Include Associate POA),0,0,,1
07456812,,2004-01-14,Case Docketed to Examiner in GAU,0,0,,1
07456812,,2003-09-26,Secrecy Order Rescinded,0,0,,1
07456812,,2002-01-30,Mail Miscellaneous Communication to Applicant,0,0,,1
07456812,,2002-01-29,Miscellaneous Communication to Applicant - No Action Count,0,0,,1
07456812,,2002-01-29,Secrecy Order Renewed,0,0,,1
07456812,,2000-10-06,Case Docketed to Examiner in GAU,0,0,,1
07456812,,2000-08-16,Secrecy Order Renewed,0,0,,1
07456812,,1998-05-06,Secrecy Order Renewed,0,0,,1
07456812,,1997-05-05,Secrecy Order Renewed,0,0,,1
07456812,,1996-05-06,Secrecy Order Renewed,0,0,,1
07456812,,1994-10-03,Secrecy Order Renewed,0,0,,1
07456812,,1993-10-04,Secrecy Order Renewed,0,0,,1
07456812,,1992-10-05,Secrecy Order Renewed,0,0,,1
07456812,,1991-08-29,Secrecy Order Renewed,0,0,,1
07456812,,1991-07-24,Mail Reply Brief Noted by Examiner,0,0,,1
07456812,,1991-07-24,Reply Brief Noted by Examiner,0,0,,1
07456812,,1991-07-10,Reply Brief Filed,0,0,,1
07456812,,1991-06-10,Mail Examiner's Answer,0,0,,1
07456812,,1991-05-29,Examiner's Answer to Appeal Brief,0,0,,1
07456812,,1991-03-27,Date Forwarded to Examiner,0,0,,1
07456812,,1991-03-15,Appeal Brief Filed,0,0,,1
07456812,,1991-02-08,Mail Advisory Action (PTOL - 303),0,0,,1
07456812,,1991-02-07,Advisory Action (PTOL-303),0,0,,1
07456812,,1991-01-13,Amendment/Argument after Notice of Appeal,0,0,,1
07456812,,1991-01-13,Notice of Appeal Filed,0,0,,1
07456812,,1990-08-22,Secrecy Order Renewed,0,0,,1
07456812,,1990-07-26,Mail Final Rejection (PTOL - 326),0,0,,1
07456812,,1990-07-19,Final Rejection,0,0,,1
07456812,,1989-12-15,Preliminary Amendment,0,0,,1
07456812,,1990-04-04,Case Docketed to Examiner in GAU,0,0,,1
07456812,,1990-03-23,Application Captured on Microfilm,0,0,,1
07457053,,2003-03-25,Mail Notice of Allowance,0,0,,1
07457053,,2003-03-24,Notice of Allowance Data Verification Completed,0,0,,1
07457053,,2003-02-26,Date Forwarded to Examiner,0,0,,1
07457053,,2003-02-04,Response after Non-Final Action,0,0,,1
07457053,,2002-11-04,Mail Non-Final Rejection,0,0,,1
07457053,,2002-11-01,Non-Final Rejection,0,0,,1
07457053,,2002-09-24,Power to Make Copies and/or Inspect,0,0,,1
07457053,,2002-08-09,Date Forwarded to Examiner,0,0,,1
07457053,,2002-07-22,Response after Non-Final Action,0,0,,1
07457053,,2002-07-22,Request for Extension of Time - Granted,0,0,,1
07457053,,2002-02-15,Mail Non-Final Rejection,0,0,,1
07457053,,2002-02-14,Non-Final Rejection,0,0,,1
07457053,,2000-01-18,Mail Interference Decision - Adverse,0,0,,1
07457053,,2000-01-18,Interference Decision on Priority - Adverse,0,2812,,1
07457053,,1999-04-14,Case Docketed to Examiner in GAU,0,0,,1
07457053,,1992-05-08,Declaration of Interference,0,0,,1
07457053,,1992-02-25,Date Forwarded to Examiner,0,0,,1
07457053,,1992-02-10,Response after Non-Final Action,0,0,,1
07457053,,1992-02-10,Affidavit(s) (Rule 131 or 132) or Exhibit(s) Received,0,0,,1
07457053,,1992-02-10,Request for Extension of Time - Granted,0,0,,1
07457053,,1991-08-20,Mail Non-Final Rejection,0,0,,1
07457053,,1991-08-12,Non-Final Rejection,0,0,,1
07457053,,1991-06-05,Date Forwarded to Examiner,0,0,,1
07457053,,1991-05-16,Response after Non-Final Action,0,0,,1
07457053,,1991-06-05,Withdraw Publication/Pre-Exam Abandon,0,0,,1
07457053,,1991-05-16,Mail-Petition to Revive Application - Granted,0,0,,1
07457053,,1991-04-30,Petition Entered,0,0,,1
07457053,,1991-03-12,Receipt of all Acknowledgement Letters,0,0,,1
07457053,,1991-03-18,Mail Abandonment for Failure to Respond to Office Action,0,0,,1
07457053,,1991-03-06,Aband. for Failure to Respond to O. A.,0,0,,1
07457053,,1990-08-10,Mail Non-Final Rejection,0,0,,1
07457053,,1990-07-30,Non-Final Rejection,0,0,,1
07457053,,1990-03-16,Information Disclosure Statement (IDS) Filed,0,0,,1
07457053,,1990-03-15,Case Docketed to Examiner in GAU,0,0,,1
07457053,,1990-02-16,Transfer Inquiry,0,0,,1
07457053,,1990-02-07,Application Captured on Microfilm,0,0,,1
07462220,,2002-10-03,Mail Notice of Allowance,0,0,,1
07462220,,2002-10-03,Notice of Allowance Data Verification Completed,0,0,,1
07462220,,2002-08-19,Correspondence Address Change,0,0,,1
07462220,,2002-08-19,Correspondence Address Change,0,0,,1
07462220,,2002-08-20,Change in Power of Attorney (May Include Associate POA),0,0,,1
07462220,,2002-08-19,Date Forwarded to Examiner,0,0,,1
07462220,,1992-05-01,Response after Final Action,0,0,,1
07462220,,2002-08-20,Mail Notice of Rescinded Abandonment,0,0,,1
07462220,,2002-08-19,Notice of Rescinded Abandonment in TCs,0,0,,1
07462220,,2002-07-17,Case Docketed to Examiner in GAU,0,0,,1
07462220,,2002-07-17,Mail-Petition to Revive Application - Granted,0,0,,1
07462220,,1999-05-07,Petition Entered,0,0,,1
07462220,,2002-07-08,File Marked Found,0,0,,1
07462220,,2002-07-08,File Marked Lost,0,0,,1
07462220,,1997-07-22,Claim Preliminary Amendment,0,0,,1
07462220,,1997-07-22,Drawing Preliminary Amendment,0,0,,1
07462220,,1992-02-26,Claim Preliminary Amendment,0,0,,1
07462220,,1992-02-26,Drawing Preliminary Amendment,0,0,,1
07462220,,2000-02-25,Mail-Petition Decision - Granted,0,0,,1
07462220,,1999-05-07,Petition Entered,0,0,,1
07462220,,1999-03-01,Mail-Petition Decision - Dismissed,0,0,,1
07462220,,1997-12-04,Petition Entered,0,0,,1
07462220,,1997-09-22,Mail-Petition Decision - Dismissed,0,0,,1
07462220,,1997-07-22,Petition Entered,0,0,,1
07462220,,1997-09-11,Response - Re: Informal Power of Attorney (PTOL-308),0,0,,1
07462220,,1997-07-22,Change in Power of Attorney (May Include Associate POA),0,0,,1
07462220,,1992-09-22,Mail Abandonment for Failure to Respond to Office Action,0,0,,1
07462220,,1992-09-21,Aband. for Failure to Respond to O. A.,0,0,,1
07462220,,1992-05-01,Preliminary Amendment,0,0,,1
07462220,,1992-02-26,Correspondence Address Change,0,0,,1
07462220,,1992-02-21,Mail Final Rejection (PTOL - 326),0,0,,1
07462220,,1992-02-10,Final Rejection,0,0,,1
